run_seed,generation,best_generation_fitness,avg_generation_fitness,worst_generation_fitness,best_global_fitness,best_global_individual
2,60,200099,3789473.51,22777244,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
2,61,200099,3826191.018,22638207,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
2,62,200099,3869743.158,20864715,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
2,63,200099,3785132.704,19929861,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
2,64,200099,3083685.078,20872883,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
2,65,200099,3535607.024,21862493,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
2,66,200099,3651531.938,21840377,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
2,67,200099,4147873.756,24164238,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
2,68,200099,3434850.232,23167135,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
2,69,200099,3478831.866,20726745,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
2,70,200099,3869843.124,20080414,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
2,71,200099,3455609.774,23673917,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
2,72,200099,4102115.586,22469614,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
2,73,200099,3744921.498,21267591,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
2,74,200099,3634367.518,22868432,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
2,75,200099,3456024.106,22064418,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
2,76,200099,3774931.526,22287526,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
2,77,200099,3790464.72,21125465,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
2,78,200099,3739200.11,20915665,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
2,79,200099,3713670.524,19763597,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
2,80,200099,3755222.688,24165234,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
2,81,200099,3821476.198,21661508,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
2,82,200099,3917497.604,20835478,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
2,83,200099,3741296.866,20944665,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
2,84,200099,3275572.756,22467234,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
2,85,200099,3507876.432,23466236,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
2,86,200099,3488804.71,23167135,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
2,87,200099,3276221.922,20864715,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
2,88,200099,3388349.128,22363012,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
2,89,200099,3663031.722,20173075,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
2,90,200099,3407215.934,22469924,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
2,91,200099,3594761.19,23466236,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
2,92,200099,3703858.252,22259224,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
2,93,200099,4048375.184,22777244,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
2,94,200099,3878148.892,20250794,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
2,95,200099,3354833.706,20872883,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
2,96,200099,4539458.936,22797334,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
2,97,200099,3919231.252,20763335,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
2,98,200099,3856679.61,20171995,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
2,99,200099,3878508.082,22363012,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
2,100,200099,3831851.26,24563234,200099,"[1, 9, 0, 8, 5, 6, 3, 7, 4, 2]"
3,0,1111688,9881868.372,25351602,1111688,"[1, 9, 7, 8, 0, 2, 4, 3, 5, 6]"
3,1,860910,7612838.468,24763202,860910,"[1, 4, 9, 5, 6, 7, 3, 8, 2, 0]"
3,2,841000,7788887.198,24751703,841000,"[9, 7, 8, 4, 2, 3, 6, 5, 0, 1]"
3,3,710193,7214029.928,23730700,710193,"[7, 6, 1, 9, 8, 3, 4, 5, 2, 0]"
3,4,501900,7704271.74,23950827,501900,"[2, 1, 6, 5, 0, 3, 8, 4, 7, 9]"
3,5,501900,7315250.486,23731993,501900,"[2, 1, 6, 5, 0, 3, 8, 4, 7, 9]"
3,6,501900,7585781.188,23241752,501900,"[2, 1, 6, 5, 0, 3, 8, 4, 7, 9]"
3,7,501900,7822188.95,23343313,501900,"[2, 1, 6, 5, 0, 3, 8, 4, 7, 9]"
3,8,501900,7345519.628,22736558,501900,"[2, 1, 6, 5, 0, 3, 8, 4, 7, 9]"
3,9,501900,8011678.56,23326673,501900,"[2, 1, 6, 5, 0, 3, 8, 4, 7, 9]"
3,10,501900,7587804.176,23068288,501900,"[2, 1, 6, 5, 0, 3, 8, 4, 7, 9]"
3,11,501900,7851982.784,23045006,501900,"[2, 1, 6, 5, 0, 3, 8, 4, 7, 9]"
3,12,501900,7276037.792,22537317,501900,"[2, 1, 6, 5, 0, 3, 8, 4, 7, 9]"
3,13,501900,7495400.37,23768198,501900,"[2, 1, 6, 5, 0, 3, 8, 4, 7, 9]"
3,14,501900,7145008.436,23741455,501900,"[2, 1, 6, 5, 0, 3, 8, 4, 7, 9]"
3,15,501900,7102337.748,21591450,501900,"[2, 1, 6, 5, 0, 3, 8, 4, 7, 9]"
3,16,501900,6779633.624,24045805,501900,"[2, 1, 6, 5, 0, 3, 8, 4, 7, 9]"
3,17,501900,6360273.286,24850178,501900,"[2, 1, 6, 5, 0, 3, 8, 4, 7, 9]"
3,18,500710,7018369.604,23558626,500710,"[7, 8, 2, 5, 0, 3, 6, 4, 9, 1]"
3,19,500710,7145308.418,22945527,500710,"[7, 8, 2, 5, 0, 3, 6, 4, 9, 1]"
3,20,500710,6522119.044,22763134,500710,"[7, 8, 2, 5, 0, 3, 6, 4, 9, 1]"
3,21,202000,6924868.072,22773207,202000,"[2, 1, 6, 5, 0, 3, 9, 4, 7, 8]"
3,22,202000,6748480.006,23463994,202000,"[2, 1, 6, 5, 0, 3, 9, 4, 7, 8]"
3,23,202000,7159733.32,23723957,202000,"[2, 1, 6, 5, 0, 3, 9, 4, 7, 8]"
3,24,202000,6829086.378,23177158,202000,"[2, 1, 6, 5, 0, 3, 9, 4, 7, 8]"
3,25,202000,7326949.914,23854294,202000,"[2, 1, 6, 5, 0, 3, 9, 4, 7, 8]"
3,26,202000,7769461.046,23343800,202000,"[2, 1, 6, 5, 0, 3, 9, 4, 7, 8]"
3,27,202000,7008835.68,23763298,202000,"[2, 1, 6, 5, 0, 3, 9, 4, 7, 8]"
3,28,202000,7209016.186,23237668,202000,"[2, 1, 6, 5, 0, 3, 9, 4, 7, 8]"
3,29,0,7343152.604,22844388,0,"[1, 2, 7, 5, 0, 3, 9, 4, 6, 8]"
4,0,1521163,10164826.46,24175520,1521163,"[9, 2, 8, 1, 0, 4, 6, 5, 7, 3]"
4,1,1521163,8164379.354,23358337,1521163,"[9, 2, 8, 1, 0, 4, 6, 5, 7, 3]"
4,2,849901,8291616.95,23954633,849901,"[9, 2, 7, 3, 1, 5, 4, 6, 8, 0]"
4,3,849901,8221966.16,24058429,849901,"[9, 2, 7, 3, 1, 5, 4, 6, 8, 0]"
4,4,849901,8477134.644,24015774,849901,"[9, 2, 7, 3, 1, 5, 4, 6, 8, 0]"
4,5,760100,8284074.012,22892154,760100,"[8, 9, 6, 4, 2, 3, 7, 5, 1, 0]"
4,6,760100,7765800.456,24250840,760100,"[8, 9, 6, 4, 2, 3, 7, 5, 1, 0]"
4,7,760100,8347935.184,24055239,760100,"[8, 9, 6, 4, 2, 3, 7, 5, 1, 0]"
4,8,760100,8272465.292,23882760,760100,"[8, 9, 6, 4, 2, 3, 7, 5, 1, 0]"
4,9,760100,7718665.398,23467024,760100,"[8, 9, 6, 4, 2, 3, 7, 5, 1, 0]"
4,10,760100,8447591.222,22732040,760100,"[8, 9, 6, 4, 2, 3, 7, 5, 1, 0]"
4,11,760100,8289381.558,24273958,760100,"[8, 9, 6, 4, 2, 3, 7, 5, 1, 0]"
4,12,609698,8428653.354,23864847,609698,"[4, 2, 1, 8, 3, 7, 6, 9, 0, 5]"
4,13,609698,8537061.87,23448207,609698,"[4, 2, 1, 8, 3, 7, 6, 9, 0, 5]"
4,14,609698,7980675.38,23224810,609698,"[4, 2, 1, 8, 3, 7, 6, 9, 0, 5]"
4,15,609698,8311264.764,23475324,609698,"[4, 2, 1, 8, 3, 7, 6, 9, 0, 5]"
4,16,609698,8305336.328,23153808,609698,"[4, 2, 1, 8, 3, 7, 6, 9, 0, 5]"
4,17,509998,7990336.974,22633451,509998,"[3, 1, 9, 8, 5, 6, 2, 7, 4, 0]"
4,18,509998,8295149.506,24524783,509998,"[3, 1, 9, 8, 5, 6, 2, 7, 4, 0]"
4,19,509998,8434702.298,22656288,509998,"[3, 1, 9, 8, 5, 6, 2, 7, 4, 0]"
4,20,509998,8466743.132,23654625,509998,"[3, 1, 9, 8, 5, 6, 2, 7, 4, 0]"
4,21,509998,8048743.1,23842928,509998,"[3, 1, 9, 8, 5, 6, 2, 7, 4, 0]"
4,22,509998,8052752.526,23349422,509998,"[3, 1, 9, 8, 5, 6, 2, 7, 4, 0]"
4,23,509998,8333388.424,23075324,509998,"[3, 1, 9, 8, 5, 6, 2, 7, 4, 0]"
4,24,509998,8194372.4,23166287,509998,"[3, 1, 9, 8, 5, 6, 2, 7, 4, 0]"
4,25,509998,8349405.694,23481257,509998,"[3, 1, 9, 8, 5, 6, 2, 7, 4, 0]"
4,26,509998,8808832.786,23544651,509998,"[3, 1, 9, 8, 5, 6, 2, 7, 4, 0]"
4,27,509998,8377464.722,22260827,509998,"[3, 1, 9, 8, 5, 6, 2, 7, 4, 0]"
4,28,509998,8152768.784,23363824,509998,"[3, 1, 9, 8, 5, 6, 2, 7, 4, 0]"
4,29,509998,7992006.94,23266584,509998,"[3, 1, 9, 8, 5, 6, 2, 7, 4, 0]"
4,30,509998,7848347.636,22343149,509998,"[3, 1, 9, 8, 5, 6, 2, 7, 4, 0]"
4,31,509998,8102921.616,22593152,509998,"[3, 1, 9, 8, 5, 6, 2, 7, 4, 0]"
4,32,509998,8320815.452,24022771,509998,"[3, 1, 9, 8, 5, 6, 2, 7, 4, 0]"
4,33,509998,8449044.972,23032568,509998,"[3, 1, 9, 8, 5, 6, 2, 7, 4, 0]"
4,34,509998,8484158.452,23552828,509998,"[3, 1, 9, 8, 5, 6, 2, 7, 4, 0]"
4,35,509998,8338670.2,23446271,509998,"[3, 1, 9, 8, 5, 6, 2, 7, 4, 0]"
4,36,509998,8636698.97,22934400,509998,"[3, 1, 9, 8, 5, 6, 2, 7, 4, 0]"
4,37,509998,8462065.016,23740554,509998,"[3, 1, 9, 8, 5, 6, 2, 7, 4, 0]"
4,38,509998,8280146.158,23763337,509998,"[3, 1, 9, 8, 5, 6, 2, 7, 4, 0]"
4,39,509998,8231618.582,23886755,509998,"[3, 1, 9, 8, 5, 6, 2, 7, 4, 0]"
4,40,509998,8383702.426,23744664,509998,"[3, 1, 9, 8, 5, 6, 2, 7, 4, 0]"
4,41,509998,8157712.364,24124448,509998,"[3, 1, 9, 8, 5, 6, 2, 7, 4, 0]"
4,42,509998,8228010.04,23721773,509998,"[3, 1, 9, 8, 5, 6, 2, 7, 4, 0]"
4,43,509998,8803124.8,22926954,509998,"[3, 1, 9, 8, 5, 6, 2, 7, 4, 0]"
4,44,509998,8663744.026,24123574,509998,"[3, 1, 9, 8, 5, 6, 2, 7, 4, 0]"
4,45,509998,8087097.91,23564629,509998,"[3, 1, 9, 8, 5, 6, 2, 7, 4, 0]"
4,46,509998,8768467.304,23252482,509998,"[3, 1, 9, 8, 5, 6, 2, 7, 4, 0]"
4,47,509998,8105657.108,23815774,509998,"[3, 1, 9, 8, 5, 6, 2, 7, 4, 0]"
4,48,509998,8080913.458,23060444,509998,"[3, 1, 9, 8, 5, 6, 2, 7, 4, 0]"
4,49,509998,8315077.354,23246525,509998,"[3, 1, 9, 8, 5, 6, 2, 7, 4, 0]"
4,50,509998,8508433.904,22264940,509998,"[3, 1, 9, 8, 5, 6, 2, 7, 4, 0]"
4,51,509998,8373237.778,23636474,509998,"[3, 1, 9, 8, 5, 6, 2, 7, 4, 0]"
4,52,200110,8433711.112,22566987,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,53,200110,8078093.906,22835094,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,54,200110,8118784.41,23246419,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,55,200110,8006354.862,23772520,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,56,200110,8066757.302,24272257,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,57,200110,8123241.366,23737705,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,58,200110,8265690.264,23066614,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,59,200110,8563243.748,23880604,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,60,200110,8258234.122,23348913,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,61,200110,8388417.89,23838412,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,62,200110,8004385.886,23659626,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,63,200110,7711476.088,23193614,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,64,200110,8652042.0,24325472,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,65,200110,8207810.422,22960337,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,66,200110,8401793.17,23218389,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,67,200110,8115255.758,24654616,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,68,200110,8226040.022,23473541,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,69,200110,8415906.98,22961866,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,70,200110,8225517.392,23235161,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,71,200110,8036964.94,24244607,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,72,200110,7963674.244,22677604,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,73,200110,8235783.402,23528179,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,74,200110,8327621.896,22842017,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,75,200110,8231419.562,23180734,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,76,200110,8008587.982,23182229,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,77,200110,8251677.658,22352004,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,78,200110,8403826.246,23936174,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,79,200110,8091904.062,23224162,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,80,200110,8272019.254,22933639,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,81,200110,8074160.98,22871891,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,82,200110,8161767.376,22243860,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,83,200110,8385154.688,23345415,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,84,200110,8059527.69,23334697,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,85,200110,8065637.27,22137461,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,86,200110,8318407.214,22826109,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,87,200110,8092635.206,23043372,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,88,200110,8138376.966,23048427,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,89,200110,7917675.364,23731446,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,90,200110,8588657.972,23779057,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,91,200110,8183072.234,22176136,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,92,200110,8252045.236,24442695,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,93,200110,8401397.528,23193124,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,94,200110,8578929.518,23118451,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,95,200110,8234818.414,24231809,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,96,200110,8228437.906,23653598,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,97,200110,7984685.712,23964917,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,98,200110,7801008.752,22788742,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,99,200110,8501948.678,23354124,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
4,100,200110,7789202.524,23354808,200110,"[2, 0, 9, 8, 4, 6, 3, 7, 5, 1]"
